Palavra,Link,Instituicao
AGITADO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/agitadoSm_Prog001.mp4,GoiásLibras · base nacional
AGORA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/agoraSm_Prog001.mp4,GoiásLibras · base nacional
AGOSTO1,https://dicionario.ines.gov.br/public/media/palavras/videos/agostoSm_Prog001.mp4,GoiásLibras · base nacional
AGOSTO2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/agosto2Sm_Prog001.mp4,GoiásLibras · base nacional
AGRADAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/agradarSm_Prog001.mp4,GoiásLibras · base nacional
AGRADECER,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/agradecerSm_Prog001.mp4,GoiásLibras · base nacional
AGREDIR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/agredirSm_Prog001.mp4,GoiásLibras · base nacional
AGRESSIVO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/agressivoSm_Prog001.mp4,GoiásLibras · base nacional
AGRICULTURA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/agriculturaSm_Prog001.mp4,GoiásLibras · base nacional
AGRIÃO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/agriaoSm_Prog001.mp4,GoiásLibras · base nacional
AGRUPAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/agruparSm_Prog001.mp4,GoiásLibras · base nacional
AGUARDAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aguardarSm_Prog001.mp4,GoiásLibras · base nacional
AGUARDENTE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aguardenteSm_Prog001.mp4,GoiásLibras · base nacional
AGULHA1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/agulha1Sm_Prog001.mp4,GoiásLibras · base nacional
AGULHA2,https://dicionario.ines.gov.br/public/media/palavras/videos/agulha2Sm_Prog001.mp4,GoiásLibras · base nacional
AGÜENTAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aguentar1Sm_Prog001.mp4,GoiásLibras · base nacional
AGÜENTAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aguentar2Sm_Prog001.mp4,GoiásLibras · base nacional
AGÜENTAR3,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aguentar3Sm_Prog001.mp4,GoiásLibras · base nacional
AIDS,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aidsSm_Prog001.mp4,GoiásLibras · base nacional
AINDA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aindaSm_Prog001.mp4,GoiásLibras · base nacional
AINDA NÃO,https://dicionario.ines.gov.br/public/media/palavras/videos/ainda-naoSm_Prog001.mp4,GoiásLibras · base nacional
AIPIM,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aipimSm_Prog001.mp4,GoiásLibras · base nacional
AJOELHAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/ajoelharSm_Prog001.mp4,GoiásLibras · base nacional
AJUDAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/ajudar1Sm_Prog001.mp4,GoiásLibras · base nacional
AJUDAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/ajudar2Sm_Prog001.mp4,GoiásLibras · base nacional
AJUNTAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/ajuntarSm_Prog001.mp4,GoiásLibras · base nacional
ALAGOAS,https://dicionario.ines.gov.br/public/media/palavras/videos/alagoas1Sm_Prog001.mp4,GoiásLibras · base nacional
ALARANJADO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alaranjadoSm_Prog001.mp4,GoiásLibras · base nacional
ALARME,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alarmeSm_Prog001.mp4,GoiásLibras · base nacional
ALASTRAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alastrarSm_Prog001.mp4,GoiásLibras · base nacional
ALCANÇAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alcancar1Sm_Prog001.mp4,GoiásLibras · base nacional
ALCANÇAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alcancar2Sm_Prog001.mp4,GoiásLibras · base nacional
ALCANÇAR3,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alcancar3Sm_Prog001.mp4,GoiásLibras · base nacional
ALCE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alceSm_Prog001.mp4,GoiásLibras · base nacional
ALEGRE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alegreSm_Prog001.mp4,GoiásLibras · base nacional
ALEGRIA1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alegria1Sm_Prog001.mp4,GoiásLibras · base nacional
ALEGRIA2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alegria2Sm_Prog001.mp4,GoiásLibras · base nacional
ALEIJAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aleijarSm_Prog001.mp4,GoiásLibras · base nacional
ALELUIA1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aleluia1Sm_Prog001.mp4,GoiásLibras · base nacional
ALELUIA2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aleluia2Sm_Prog001.mp4,GoiásLibras · base nacional
ALEMANHA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alemanhaSm_Prog001.mp4,GoiásLibras · base nacional
ALEMÃO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alemaoSm_Prog001.mp4,GoiásLibras · base nacional
ALERGIA1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alergia1Sm_Prog001.mp4,GoiásLibras · base nacional
ALERGIA2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alergia2Sm_Prog001.mp4,GoiásLibras · base nacional
ALERTA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alertaSm_Prog001.mp4,GoiásLibras · base nacional
ALERTAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alertar1Sm_Prog001.mp4,GoiásLibras · base nacional
ALERTAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alertar2Sm_Prog001.mp4,GoiásLibras · base nacional
ALFABETO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alfabetoSm_Prog001.mp4,GoiásLibras · base nacional
ALFACE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alfaceSm_Prog001.mp4,GoiásLibras · base nacional
ALFAIATE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alfaiateSm_Prog001.mp4,GoiásLibras · base nacional
ALFINETE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alfineteSm_Prog001.mp4,GoiásLibras · base nacional
ALFINETE DE FRALDA,https://dicionario.ines.gov.br/public/media/palavras/videos/alfinete2Sm_Prog001.mp4,GoiásLibras · base nacional
ALGEMAS,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/algemasSm_Prog001.mp4,GoiásLibras · base nacional
ALGODÃO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/algodaoSm_Prog001.mp4,GoiásLibras · base nacional
ALGUM1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/algum1Sm_Prog001.mp4,GoiásLibras · base nacional
ALGUM2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/algum2Sm_Prog001.mp4,GoiásLibras · base nacional
ALGUM3,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/algum3Sm_Prog001.mp4,GoiásLibras · base nacional
ALGUÉM,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alguemSm_Prog001.mp4,GoiásLibras · base nacional
ALHO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alhoSm_Prog001.mp4,GoiásLibras · base nacional
ALI,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aliSm_Prog001.mp4,GoiásLibras · base nacional
ALIADO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aliadoSm_Prog001.mp4,GoiásLibras · base nacional
ALIANÇA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aliancaSm_Prog001.mp4,GoiásLibras · base nacional
ALICATE1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alicate1Sm_Prog001.mp4,GoiásLibras · base nacional
ALICATE2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alicate2Sm_Prog001.mp4,GoiásLibras · base nacional
ALIMENTAR1,https://dicionario.ines.gov.br/public/media/palavras/videos/alimentarSm_Prog001.mp4,GoiásLibras · base nacional
ALIMENTO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alimentoSm_Prog001.mp4,GoiásLibras · base nacional
ALISAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alisarSm_Prog001.mp4,GoiásLibras · base nacional
ALISTAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alistar1Sm_Prog001.mp4,GoiásLibras · base nacional
ALISTAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alistar2Sm_Prog001.mp4,GoiásLibras · base nacional
ALIVIADO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aliviadoSm_Prog001.mp4,GoiásLibras · base nacional
ALIVIAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aliviarSm_Prog001.mp4,GoiásLibras · base nacional
ALMA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/almaSm_Prog001.mp4,GoiásLibras · base nacional
ALMEJAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/almejarSm_Prog001.mp4,GoiásLibras · base nacional
ALMOFADA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/almofadaSm_Prog001.mp4,GoiásLibras · base nacional
ALMONDEGA,https://dicionario.ines.gov.br/public/media/palavras/videos/almondegaSm_Prog001.mp4,GoiásLibras · base nacional
ALMOÇAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/almocarSm_Prog001.mp4,GoiásLibras · base nacional
ALMOÇO1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/almoco1Sm_Prog001.mp4,GoiásLibras · base nacional
ALMOÇO2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/almoco2Sm_Prog001.mp4,GoiásLibras · base nacional
ALOJAMENTO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alojamentoSm_Prog001.mp4,GoiásLibras · base nacional
ALTAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/altarSm_Prog001.mp4,GoiásLibras · base nacional
ALTERAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alterarSm_Prog001.mp4,GoiásLibras · base nacional
ALTERNAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alternarSm_Prog001.mp4,GoiásLibras · base nacional
ALTITUDE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/altitudeSm_Prog001.mp4,GoiásLibras · base nacional
ALTO-FALANTE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alto-falanteSm_Prog001.mp4,GoiásLibras · base nacional
ALTO1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alto1Sm_Prog001.mp4,GoiásLibras · base nacional
ALTO2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alto2Sm_Prog001.mp4,GoiásLibras · base nacional
ALTO3,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alto3Sm_Prog001.mp4,GoiásLibras · base nacional
ALTO4,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alto4Sm_Prog001.mp4,GoiásLibras · base nacional
ALTURA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alturaSm_Prog001.mp4,GoiásLibras · base nacional
ALUGAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alugarSm_Prog001.mp4,GoiásLibras · base nacional
ALUGUEL1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aluguelSm_Prog001.mp4,GoiásLibras · base nacional
ALUGUEL2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aluguel2Sm_Prog001.mp4,GoiásLibras · base nacional
ALUMÍNIO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aluminioSm_Prog001.mp4,GoiásLibras · base nacional
ALUNO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aluno2Sm_Prog001.mp4,GoiásLibras · base nacional
ALVO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alvoSm_Prog001.mp4,GoiásLibras · base nacional
ALÇAPÃO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alcapaoSm_Prog001.mp4,GoiásLibras · base nacional
ALÉM,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alemSm_Prog001.mp4,GoiásLibras · base nacional
ALÍQUOTA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/aliquotaSm_Prog001.mp4,GoiásLibras · base nacional
ALÍVIO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/alivioSm_Prog001.mp4,GoiásLibras · base nacional
AMAMENTAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/amamentarSm_Prog001.mp4,GoiásLibras · base nacional
AMANHECER,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/amanhecerSm_Prog001.mp4,GoiásLibras · base nacional
AMANHÃ,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/amanhaSm_Prog001.mp4,GoiásLibras · base nacional
AMANSAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/amansarSm_Prog001.mp4,GoiásLibras · base nacional
AMANTE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/amanteSm_Prog001.mp4,GoiásLibras · base nacional
AMAPÁ,https://dicionario.ines.gov.br/public/media/palavras/videos/amapa1Sm_Prog001.mp4,GoiásLibras · base nacional
AMAR,https://dicionario.ines.gov.br/public/media/palavras/videos/amar1Sm_Prog001.mp4,GoiásLibras · base nacional
AMARELINHA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/amarelinhaSm_Prog001.mp4,GoiásLibras · base nacional
AMARELO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/amareloSm_Prog001.mp4,GoiásLibras · base nacional
AMARGO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/amargoSm_Prog001.mp4,GoiásLibras · base nacional
AMARRAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/amarrarSm_Prog001.mp4,GoiásLibras · base nacional
AMASSADO1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/amassado1Sm_Prog001.mp4,GoiásLibras · base nacional
AMASSADO2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/amassado2Sm_Prog001.mp4,GoiásLibras · base nacional
AMASSAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/amassar1Sm_Prog001.mp4,GoiásLibras · base nacional
AMASSAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/amassar2Sm_Prog001.mp4,GoiásLibras · base nacional
AMAZONA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/amazonaSm_Prog001.mp4,GoiásLibras · base nacional
AMAZONAS,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/amazonasSm_Prog001.mp4,GoiásLibras · base nacional
AMBIDESTRO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/ambidestroSm_Prog001.mp4,GoiásLibras · base nacional
AMBIÇÃO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/ambicaoSm_Prog001.mp4,GoiásLibras · base nacional
AMBOS,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/ambosSm_Prog001.mp4,GoiásLibras · base nacional
AMBULÂNCIA,https://dicionario.ines.gov.br/public/media/palavras/videos/ambulânciaSm_Prog001.mp4,GoiásLibras · base nacional
AMEAÇAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/ameacar1Sm_Prog001.mp4,GoiásLibras · base nacional
AMEAÇAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/ameacar2Sm_Prog001.mp4,GoiásLibras · base nacional
AMENDOIM,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/amendoimSm_Prog001.mp4,GoiásLibras · base nacional
AMERICA DO NORTE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/america_norteSm_Prog001.mp4,GoiásLibras · base nacional
AMERICA DO SUL,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/america_sulSm_Prog001.mp4,GoiásLibras · base nacional
AMERICANO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/americanoSm_Prog001.mp4,GoiásLibras · base nacional
AMIGÁVEL,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/amigavelSm_Prog001.mp4,GoiásLibras · base nacional
AMIZADE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/amizadeSm_Prog001.mp4,GoiásLibras · base nacional
AMOLAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/amolar1Sm_Prog001.mp4,GoiásLibras · base nacional
AMOLAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/amolar2Sm_Prog001.mp4,GoiásLibras · base nacional
AMONTOAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/amontoarSm_Prog001.mp4,GoiásLibras · base nacional
AMOR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/amor1Sm_Prog001.mp4,GoiásLibras · base nacional
AMORA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/amoraSm_Prog001.mp4,GoiásLibras · base nacional
AMORTECEDOR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/amortecedorSm_Prog001.mp4,GoiásLibras · base nacional
AMPLIAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/ampliarSm_Prog001.mp4,GoiásLibras · base nacional
AMPLO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/amploSm_Prog001.mp4,GoiásLibras · base nacional
AMPUTAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/amputarSm_Prog001.mp4,GoiásLibras · base nacional
AMÉM1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/amem1Sm_Prog001.mp4,GoiásLibras · base nacional
AMÉM2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/amem2Sm_Prog001.mp4,GoiásLibras · base nacional
AMÉRICA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/americaSm_Prog001.mp4,GoiásLibras · base nacional
AMÉRICA CENTRAL,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/america_centralSm_Prog001.mp4,GoiásLibras · base nacional
ANALFABETO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/analfabetoSm_Prog001.mp4,GoiásLibras · base nacional
ANALISAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/analisarSm_Prog001.mp4,GoiásLibras · base nacional
ANCESTRAIS,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/ancestraisSm_Prog001.mp4,GoiásLibras · base nacional
ANCIÃO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/anciaoSm_Prog001.mp4,GoiásLibras · base nacional
ANCORAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/ancorarSm_Prog001.mp4,GoiásLibras · base nacional
